Date,"	Day Marker","	Drop Off Rate","	Security Count","	Starting Total","	Percentage of Total",,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,04-04-21,5,0.18,218,267,0.816
04-04-21,10,0.16,184,267,0.689
04-04-21,15,0.33,124,267,0.464
04-04-21,20,0.33,83,267,0.311
04-04-21,25,0.2,66,267,0.247
04-04-21,30,0.26,49,267,0.184
04-04-21,35,0.24,37,267,0.139
04-04-21,40,0.78,8,267,0.03
04-04-21,45,0.5,4,267,0.015
04-04-21,50,0.0,4,267,0.015
04-04-21,55,0.25,3,267,0.011
04-04-21,60,0.67,1,267,0.004
04-04-21,65,0.0,1,267,0.004
04-04-21,70,0.0,1,267,0.004
04-04-21,75,0.0,1,267,0.004
04-04-21,80,1.0,0,267,0.0
04-04-21,85,0,218,267,0.816
04-04-21,5,0.58,10,24,0.417
04-04-21,10,0.3,7,24,0.292
04-04-21,15,0.14,6,24,0.25
04-04-21,20,0.17,5,24,0.208
04-04-21,25,0.6,2,24,0.083
04-04-21,30,1.0,0,24,0.0
04-04-21,35,0,0,24,0.0
04-04-21,40,0,0,24,0.0
04-04-21,45,0,0,24,0.0
04-04-21,50,0,0,24,0.0
04-04-21,55,0,0,24,0.0
04-04-21,60,0,0,24,0.0
04-04-21,65,0,0,24,0.0
04-04-21,70,0,0,24,0.0
04-04-21,75,0,0,24,0.0
04-04-21,80,0,0,24,0.0
04-04-21,85,0,10,24,0.417
04-04-21,5,0.18,218,267,0.816
04-04-21,10,0.16,184,267,0.689
04-04-21,15,0.33,124,267,0.464
04-04-21,20,0.33,83,267,0.311
04-04-21,25,0.2,66,267,0.247
04-04-21,30,0.26,49,267,0.184
04-04-21,35,0.24,37,267,0.139
04-04-21,40,0.78,8,267,0.03
04-04-21,45,0.5,4,267,0.015
04-04-21,50,0.0,4,267,0.015
04-04-21,55,0.25,3,267,0.011
04-04-21,60,0.67,1,267,0.004
04-04-21,65,0.0,1,267,0.004
04-04-21,70,0.0,1,267,0.004
04-04-21,75,0.0,1,267,0.004
04-04-21,80,1.0,0,267,0.0
04-04-21,85,0,218,267,0.816
04-04-21,5,0.58,10,24,0.417
04-04-21,10,0.3,7,24,0.292
04-04-21,15,0.14,6,24,0.25
04-04-21,20,0.17,5,24,0.208
04-04-21,25,0.6,2,24,0.083
04-04-21,30,1.0,0,24,0.0
04-04-21,35,0,0,24,0.0
04-04-21,40,0,0,24,0.0
04-04-21,45,0,0,24,0.0
04-04-21,50,0,0,24,0.0
04-04-21,55,0,0,24,0.0
04-04-21,60,0,0,24,0.0
04-04-21,65,0,0,24,0.0
04-04-21,70,0,0,24,0.0
04-04-21,75,0,0,24,0.0
04-04-21,80,0,0,24,0.0
04-04-21,85,0,10,24,0.417
